time,ShortWave,LongWave,AirTemp,RelHum,Wind,Rain
2015-06-01 20:00:00,0,352.4200134,18.88999146,72.78016835,2.492007233,0
2015-06-01 21:00:00,0,352.4299927,18.89005127,72.8006673,2.369577974,0.00048
2015-06-01 22:00:00,0,322.3800049,18.86998901,72.68930849,2.352381661,0.0000672
2015-06-01 23:00:00,0,322.3900146,18.89000854,73.94522455,2.003846253,0
2015-06-02 00:00:00,0,322.3999939,18.32998779,75.261891,1.783395656,0
2015-06-02 01:00:00,0,313.8599854,17.42000732,76.55355969,1.768191193,0
2015-06-02 02:00:00,0,313.8699951,16.7000061,78.8525138,1.930647507,0
2015-06-02 03:00:00,0,313.8800049,18.33000488,81.21604182,2.172233968,0
2015-06-02 04:00:00,0,306.0299988,19.44000366,83.65249997,2.45601293,0
2015-06-02 05:00:00,0,306.019989,20.55998779,83.53137544,1.927537312,0
2015-06-02 06:00:00,28.93199921,306.0100098,21.67000244,83.29928205,1.934037234,0
2015-06-02 07:00:00,207.128006,327.0700073,23.32998657,82.96839388,2.489176608,0
2015-06-02 08:00:00,368.6879883,327.0400085,23.89,75.18418166,2.397081535,0
2015-06-02 09:00:00,549.9940186,327.0100098,24.44004395,68.21643757,2.384155949,0
2015-06-02 10:00:00,700.7890015,353.5700073,24.43999634,61.97325668,2.426066751,0
2015-06-02 11:00:00,804.7249756,353.5599976,23.92000732,57.74966636,2.32658546,0
2015-06-02 12:00:00,875.7960205,353.5499878,24.89998779,53.83061873,2.334801879,0
2015-06-02 13:00:00,854.802002,365.4299927,25.8800293,50.19388679,2.460182817,0
2015-06-02 14:00:00,765.1300049,365.4299927,26.12999878,49.91863759,2.818598886,0
2015-06-02 15:00:00,658.0859985,365.4200134,26.39000854,49.61063762,3.266756792,0
2015-06-02 16:00:00,474.2139893,374.4599915,26.64000854,49.33230946,3.766510355,0
2015-06-02 17:00:00,314.0090027,374.480011,24.9800354,56.2067644,3.733630988,0
2015-06-02 18:00:00,147.4160004,374.5,23.32000122,64.05752218,3.696606618,0
2015-06-02 19:00:00,0,368.0899963,21.64998779,73.07208448,3.664928461,0
2015-06-02 20:00:00,0,368.1000061,20.83999023,75.36553453,3.71344857,0
2015-06-02 21:00:00,0,368.1099854,20.03005371,77.72391488,3.771909312,0
2015-06-02 22:00:00,0,366.3500061,19.21999512,80.14794835,3.820837538,0
2015-06-02 23:00:00,0,366.3599854,18.62999878,82.64281048,3.870632909,0
